game_id,turn_number,guess,words_possible,letters_in,letters_out,pos_yes,pos_no,freq,letter_score_by_word,letter_score_by_freq,distinct_letters,letter_pos_score_by_word,letter_pos_score_by_freq,model_params,model_rank,response
0948b0b29f3b2,1,ikons,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",8.128305161640986e-06,0.7366630433248162,0.6483277951732607,1.0,0.42792740274377206,0.48003308084920365,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",3.2929594503962143,_____
0948b0b29f3b2,2,metar,6716,[],"['i', 'o', 's', 'n', 'k']","[[], [], [], [], []]","[[], [], [], [], []]",1.548816618912481e-05,0.9560742634198843,0.9103817752644872,1.0,0.6337461300309598,0.4629999522525282,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",3.9632176091340487,+-+-_
0948b0b29f3b2,3,mathe,7,"['t', 'e', 'm', 'a']","['i', 'o', 'r', 's', 'n', 'k']","[['m'], [], ['t'], [], []]","[[], ['e'], [], ['a'], []]",0.01096478196143185,1.0,0.9434925425912237,1.0,1.0,0.04365158322401656,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",3.9981089077766723,+++_-
0948b0b29f3b2,4,matej,5,"['t', 'e', 'm', 'a']","['i', 'o', 'r', 's', 'n', 'k', 'h']","[['m'], ['a'], ['t'], [], []]","[[], ['e'], [], ['a'], ['e']]",0.08709635899560815,1.0,0.8174192717991217,1.0,1.0,0.08709635899560815,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",3.991611989790338,++++_
0948b0b29f3b2,5,matea,4,"['t', 'e', 'm', 'a']","['i', 'o', 'r', 's', 'n', 'k', 'h', 'j']","[['m'], ['a'], ['t'], ['e'], []]","[[], ['e'], [], ['a'], ['e']]",0.02089296130854041,0.8,0.8,0.6,0.0,0.0,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",2.2208929613085404,++++-
0948b0b29f3b2,6,mateu,3,"['t', 'e', 'm', 'a']","['i', 'o', 'r', 's', 'n', 'k', 'h', 'j']","[['m'], ['a'], ['t'], ['e'], []]","[[], ['e'], [], ['a'], ['e', 'a']]",0.0407380277804113,1.0,0.8081476055560823,1.0,1.0,0.0407380277804113,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",3.889623661116905,++++_
0948b0b29f3b2,7,matey,2,"['t', 'e', 'm', 'a']","['i', 'o', 'u', 'r', 's', 'n', 'k', 'h', 'j']","[['m'], ['a'], ['t'], ['e'], []]","[[], ['e'], [], ['a'], ['e', 'a']]",0.3801893963205612,1.0,0.8760378792641124,1.0,1.0,0.3801893963205612,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",4.636416671905234,+++++
0c37b745a6bac,1,kazuo,38809,[],[],"[[], [], [], [], []]","[[], [], [], [], []]",0.0001479108388168209,0.6378728630517949,0.4760259739995078,1.0,0.5779021413858768,0.2257726163269231,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",2.9177215056029198,_____
0c37b745a6bac,2,flits,6489,[],"['o', 'a', 'z', 'u', 'k']","[[], [], [], [], []]","[[], [], [], [], []]",4.78630092322638e-05,0.681463214138923,0.6319495874189097,1.0,0.4881877990430623,0.3694336599821125,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",3.1710821235922397,_-_--
0c37b745a6bac,3,stell,16,"['t', 's', 'l']","['f', 'i', 'o', 'a', 'z', 'u', 'k']","[[], [], [], [], []]","[[], ['l'], [], ['t'], ['s']]",0.0009332543007969914,0.823529411764706,0.8155068699846569,0.6,0.5,0.2099562085070014,"{'freq': 1, 'letter_score_by_word': 1, 'letter_score_by_freq': 1, 'distinct_letters': 1}",2.949925744557161,+-++-
